Country_Name,Indicator_Name,Year,Value
Argentina,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2020,
Argentina,Expenditure on primary education (% of government expenditure on education),2020,
Argentina,Expenditure on secondary education (% of government expenditure on education),2020,
Argentina,GDP (current US$),2020,3.8554E+11
Argentina,GDP per capita (current US$),2020,8496.428157
Argentina,Gini index,2020,42.3
Argentina,"Government expenditure on education, total (% of GDP)",2020,5.016049862
Argentina,"Government expenditure on education, total (% of government expenditure)",2020,11.91689968
Argentina,"Government expenditure per student, primary (% of GDP per capita)",2020,
Argentina,"Government expenditure per student, secondary (% of GDP per capita)",2020,
Argentina,International migrant stock (% of population),2020,
Argentina,"International migrant stock, total",2020,
Argentina,"Literacy rate, adult total (% of people ages 15 and above)",2020,
Argentina,"Literacy rate, youth total (% of people ages 15-24)",2020,
Argentina,Net migration,2020,2344
Argentina,"Over-age students, primary (% of enrollment)",2020,
Argentina,"Population ages 0-14, female",2020,5220452
Argentina,"Population ages 0-14, male",2020,5514055
Argentina,"Population ages 15-64, female",2020,14550411
Argentina,"Population ages 15-64, male",2020,14770305
Argentina,"Population ages 65 and above, female",2020,3140206
Argentina,"Population ages 65 and above, male",2020,2181333
Argentina,"Population, female",2020,22911069
Argentina,"Population, male",2020,22465694
Argentina,"Population, total",2020,45376763
Argentina,Poverty headcount ratio at national poverty lines (% of population),2020,42
Argentina,"Primary education, pupils",2020,4803554
Argentina,"Repeaters, primary, total (% of total enrollment)",2020,
Argentina,Rural population,2020,3579773
Argentina,"School enrollment, preprimary (% gross)",2020,76.18665314
Argentina,"School enrollment, primary (% gross)",2020,108.8787689
Argentina,"School enrollment, primary (% net)",2020,
Argentina,"School enrollment, secondary (% gross)",2020,110.1282196
Argentina,"School enrollment, secondary (% net)",2020,
Argentina,"Secondary education, pupils",2020,4711673
Argentina,Urban population,2020,41796990
"Bahamas, The","Adjusted net enrollment rate, primary (% of primary school age children)",2020,
"Bahamas, The",Adolescents out of school (% of lower secondary school age),2020,
"Bahamas, The",Children out of school (% of primary school age),2020,
"Bahamas, The","Children out of school, primary",2020,
"Bahamas, The","Compulsory education, duration (years)",2020,12
"Bahamas, The","Current education expenditure, total (% of total expenditure in public institutions)",2020,
"Bahamas, The","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2020,
"Bahamas, The","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2020,
"Bahamas, The","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2020,
"Bahamas, The",Expenditure on primary education (% of government expenditure on education),2020,
"Bahamas, The",Expenditure on secondary education (% of government expenditure on education),2020,
"Bahamas, The",GDP (current US$),2020,9754600000
"Bahamas, The",GDP per capita (current US$),2020,23998.26802
"Bahamas, The",Gini index,2020,
"Bahamas, The","Government expenditure on education, total (% of GDP)",2020,2.371340036
"Bahamas, The","Government expenditure on education, total (% of government expenditure)",2020,11.24302006
"Bahamas, The","Government expenditure per student, primary (% of GDP per capita)",2020,
"Bahamas, The","Government expenditure per student, secondary (% of GDP per capita)",2020,
"Bahamas, The",International migrant stock (% of population),2020,
"Bahamas, The","International migrant stock, total",2020,
"Bahamas, The","Literacy rate, adult total (% of people ages 15 and above)",2020,
"Bahamas, The","Literacy rate, youth total (% of people ages 15-24)",2020,
"Bahamas, The",Net migration,2020,0
"Bahamas, The","Over-age students, primary (% of enrollment)",2020,
"Bahamas, The","Population ages 0-14, female",2020,40796
"Bahamas, The","Population ages 0-14, male",2020,41175
"Bahamas, The","Population ages 15-64, female",2020,151785
"Bahamas, The","Population ages 15-64, male",2020,139063
"Bahamas, The","Population ages 65 and above, female",2020,19384
"Bahamas, The","Population ages 65 and above, male",2020,14267
"Bahamas, The","Population, female",2020,211965
"Bahamas, The","Population, male",2020,194506
"Bahamas, The","Population, total",2020,406471
"Bahamas, The",Poverty headcount ratio at national poverty lines (% of population),2020,
"Bahamas, The","Primary education, pupils",2020,
"Bahamas, The","Repeaters, primary, total (% of total enrollment)",2020,
"Bahamas, The",Rural population,2020,68104
"Bahamas, The","School enrollment, preprimary (% gross)",2020,
"Bahamas, The","School enrollment, primary (% gross)",2020,
"Bahamas, The","School enrollment, primary (% net)",2020,
"Bahamas, The","School enrollment, secondary (% gross)",2020,
"Bahamas, The","School enrollment, secondary (% net)",2020,
"Bahamas, The","Secondary education, pupils",2020,
"Bahamas, The",Urban population,2020,338367
Brazil,"Adjusted net enrollment rate, primary (% of primary school age children)",2020,
Brazil,Adolescents out of school (% of lower secondary school age),2020,3.432260036
Brazil,Children out of school (% of primary school age),2020,4.520720005
Brazil,"Children out of school, primary",2020,658477
Brazil,"Compulsory education, duration (years)",2020,14
Brazil,"Current education expenditure, total (% of total expenditure in public institutions)",2020,
Brazil,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2020,
Brazil,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2020,
Brazil,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2020,
Brazil,Expenditure on primary education (% of government expenditure on education),2020,
Brazil,Expenditure on secondary education (% of government expenditure on education),2020,
Brazil,GDP (current US$),2020,1.47611E+12
Brazil,GDP per capita (current US$),2020,6923.700197
Brazil,Gini index,2020,48.9
Brazil,"Government expenditure on education, total (% of GDP)",2020,
Brazil,"Government expenditure on education, total (% of government expenditure)",2020,
Brazil,"Government expenditure per student, primary (% of GDP per capita)",2020,
Brazil,"Government expenditure per student, secondary (% of GDP per capita)",2020,
Brazil,International migrant stock (% of population),2020,
Brazil,"International migrant stock, total",2020,
Brazil,"Literacy rate, adult total (% of people ages 15 and above)",2020,
Brazil,"Literacy rate, youth total (% of people ages 15-24)",2020,
Brazil,Net migration,2020,56880
Brazil,"Over-age students, primary (% of enrollment)",2020,
Brazil,"Population ages 0-14, female",2020,21770468
Brazil,"Population ages 0-14, male",2020,22648494
Brazil,"Population ages 15-64, female",2020,75332317
Brazil,"Population ages 15-64, male",2020,73637478
Brazil,"Population ages 65 and above, female",2020,11314230
Brazil,"Population ages 65 and above, male",2020,8493316
Brazil,"Population, female",2020,108417015
Brazil,"Population, male",2020,104779288
Brazil,"Population, total",2020,213196304
Brazil,Poverty headcount ratio at national poverty lines (% of population),2020,
Brazil,"Primary education, pupils",2020,15366611
Brazil,"Repeaters, primary, total (% of total enrollment)",2020,
Brazil,Rural population,2020,27559886
Brazil,"School enrollment, preprimary (% gross)",2020,85.94197083
Brazil,"School enrollment, primary (% gross)",2020,105.4981995
Brazil,"School enrollment, primary (% net)",2020,
Brazil,"School enrollment, secondary (% gross)",2020,104.1259995
Brazil,"School enrollment, secondary (% net)",2020,
Brazil,"Secondary education, pupils",2020,22162340
Brazil,Urban population,2020,185636418
British Virgin Islands,"Adjusted net enrollment rate, primary (% of primary school age children)",2020,
British Virgin Islands,Adolescents out of school (% of lower secondary school age),2020,
British Virgin Islands,Children out of school (% of primary school age),2020,
British Virgin Islands,"Children out of school, primary",2020,
British Virgin Islands,"Compulsory education, duration (years)",2020,12
British Virgin Islands,"Current education expenditure, total (% of total expenditure in public institutions)",2020,
British Virgin Islands,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",2020,
British Virgin Islands,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",2020,
British Virgin Islands,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",2020,
British Virgin Islands,Expenditure on primary education (% of government expenditure on education),2020,
British Virgin Islands,Expenditure on secondary education (% of government expenditure on education),2020,
British Virgin Islands,GDP (current US$),2020,
British Virgin Islands,GDP per capita (current US$),2020,
British Virgin Islands,Gini index,2020,
British Virgin Islands,"Government expenditure on education, total (% of GDP)",2020,2.590500116
British Virgin Islands,"Government expenditure on education, total (% of government expenditure)",2020,13.16137981
British Virgin Islands,"Government expenditure per student, primary (% of GDP per capita)",2020,
British Virgin Islands,"Government expenditure per student, secondary (% of GDP per capita)",2020,
British Virgin Islands,International migrant stock (% of population),2020,
British Virgin Islands,"International migrant stock, total",2020,
British Virgin Islands,"Literacy rate, adult total (% of people ages 15 and above)",2020,
British Virgin Islands,"Literacy rate, youth total (% of people ages 15-24)",2020,
British Virgin Islands,Net migration,2020,272
British Virgin Islands,"Over-age students, primary (% of enrollment)",2020,
British Virgin Islands,"Population ages 0-14, female",2020,2388
British Virgin Islands,"Population ages 0-14, male",2020,2521
British Virgin Islands,"Population ages 15-64, female",2020,12129
British Virgin Islands,"Population ages 15-64, male",2020,11067
British Virgin Islands,"Population ages 65 and above, female",2020,1493
British Virgin Islands,"Population ages 65 and above, male",2020,1312
British Virgin Islands,"Population, female",2020,16010
British Virgin Islands,"Population, male",2020,14900
British Virgin Islands,"Population, total",2020,30910
British Virgin Islands,Poverty headcount ratio at national poverty lines (% of population),2020,
British Virgin Islands,"Primary education, pupils",2020,2715
British Virgin Islands,"Repeaters, primary, total (% of total enrollment)",2020,
