Country_Name,Nombre_Pais,Cod_Na_UIS,Context_Indicator_Name,Nombre_Indicador_Contexto,EMAC_IND_CONT_COD,Year,Value
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Population ages 65 and above, male","Población de 65 años de edad o más, hombres",30,2020,1640
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Population, female","Población, mujeres",31,2020,19731
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Population, male","Población, hombres",32,2020,22579
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Population, total","Población, total",33,2020,42310
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,Poverty headcount ratio at national poverty lines (% of population),"Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)",34,2020,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Primary education, pupils","Primaria, alumnos",35,2020,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Repeaters, primary, total (% of total enrollment)","Repetidores, primaria, total (% de la matrícula total)",36,2020,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,Rural population,Población rural,37,2020,0
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"School enrollment, preprimary (% gross)","Matrícula escolar, preprimaria (% bruto)",38,2020,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"School enrollment, primary (% gross)","Matrícula escolar, primaria (% bruto)",39,2020,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"School enrollment, primary (% net)","Matrícula escolar, primaria (% neto)",40,2020,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"School enrollment, secondary (% gross)","Matrícula, secundaria (% bruto)",41,2020,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"School enrollment, secondary (% net)","Matrícula escolar, secundaria (% neto)",42,2020,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,"Secondary education, pupils","Educación secundaria, alumnos",43,2020,
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),SX,Urban population,Población urbana,44,2020,42310
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Adjusted net enrollment rate, primary (% of primary school age children)","Tasa neta de matrícula ajustada, primaria (% de niños en edad de asistir a la escuela primaria)",1,2020,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,Adolescents out of school (% of lower secondary school age),Adolescentes fuera de la escuela (% de los adolescentes en edad de asistir a la secundaria baja),2,2020,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,Children out of school (% of primary school age),Niños fuera de la escuela (% de los niños en edad de asistir a la primaria),3,2020,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Children out of school, primary","Niños fuera de la escuela, primaria",4,2020,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Compulsory education, duration (years)","Educación obligatoria, duración (años)",5,2020,12
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Current education expenditure, total (% of total expenditure in public institutions)","Gasto corriente en educación, total (% del gasto total en instituciones públicas)",6,2020,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos el primer ciclo de secundaria completado, población 25+, total (%) (acumulado)",7,2020,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","Logro educativo, al menos primaria completada, población 25+, total (%) (acumulado)",8,2020,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos secundaria alta completada, población 25+, total (%) (acumulado)",9,2020,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,Expenditure on primary education (% of government expenditure on education),Gasto en educación primaria (% del gasto público en educación),10,2020,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,Expenditure on secondary education (% of government expenditure on education),Gasto en educación secundaria (% del gasto público en educación),11,2020,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,GDP (current US$),PIB (US$ corrientes),12,2020,884522222.2
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,GDP per capita (current US$),PIB per cápita (US$ corrientes),13,2020,18566.01785
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,Gini index,Índice Gini,14,2020,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Government expenditure on education, total (% of GDP)","Gasto público en educación, total (% del PIB)",15,2020,3.398791552
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Government expenditure on education, total (% of government expenditure)","Gasto público en educación, total (% del gasto público)",16,2020,11.11999989
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Government expenditure per student, primary (% of GDP per capita)","Gasto público por alumno, primaria (% del PIB per cápita)",17,2020,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Government expenditure per student, secondary (% of GDP per capita)","Gasto público por estudiante, secundaria (% del PIB per cápita)",18,2020,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,International migrant stock (% of population),Población de migrantes internacionales (% de la población),19,2020,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"International migrant stock, total","Población de migrantes internacionales, total",20,2020,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Literacy rate, adult total (% of people ages 15 and above)","Tasa de alfabetización, total de adultos (% de personas de 15 años o más)",21,2020,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Literacy rate, youth total (% of people ages 15-24)","Tasa de alfabetización, total de jóvenes (% de personas de 15 a 24 años)",22,2020,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,Net migration,Migración neta,23,2020,-191
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Over-age students, primary (% of enrollment)","Alumnos con sobre-edad, primaria (% de matrícula)",24,2020,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Population ages 0-14, female","Población de 0 a 14 años, mujeres",25,2020,4780
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Population ages 0-14, male","Población de 0 a 14 años, hombres",26,2020,4761
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Population ages 15-64, female","Población de 15 a 64 años, mujeres",27,2020,17407
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Population ages 15-64, male","Población de 15 a 64 años, hombres",28,2020,16313
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Population ages 65 and above, female","Población de 65 años de edad o más, mujeres",29,2020,2383
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Population ages 65 and above, male","Población de 65 años de edad o más, hombres",30,2020,1997
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Population, female","Población, mujeres",31,2020,24570
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Population, male","Población, hombres",32,2020,23072
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Population, total","Población, total",33,2020,47642
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,Poverty headcount ratio at national poverty lines (% of population),"Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)",34,2020,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Primary education, pupils","Primaria, alumnos",35,2020,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Repeaters, primary, total (% of total enrollment)","Repetidores, primaria, total (% de la matrícula total)",36,2020,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,Rural population,Población rural,37,2020,32948
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"School enrollment, preprimary (% gross)","Matrícula escolar, preprimaria (% bruto)",38,2020,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"School enrollment, primary (% gross)","Matrícula escolar, primaria (% bruto)",39,2020,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"School enrollment, primary (% net)","Matrícula escolar, primaria (% neto)",40,2020,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"School enrollment, secondary (% gross)","Matrícula, secundaria (% bruto)",41,2020,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"School enrollment, secondary (% net)","Matrícula escolar, secundaria (% neto)",42,2020,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,"Secondary education, pupils","Educación secundaria, alumnos",43,2020,
Saint Kitts and Nevis,Saint Kitts y Nevis,KN,Urban population,Población urbana,44,2020,14694
Uruguay,Uruguay,UY,"Adjusted net enrollment rate, primary (% of primary school age children)","Tasa neta de matrícula ajustada, primaria (% de niños en edad de asistir a la escuela primaria)",1,2020,
Uruguay,Uruguay,UY,Adolescents out of school (% of lower secondary school age),Adolescentes fuera de la escuela (% de los adolescentes en edad de asistir a la secundaria baja),2,2020,1.159229994
Uruguay,Uruguay,UY,Children out of school (% of primary school age),Niños fuera de la escuela (% de los niños en edad de asistir a la primaria),3,2020,0.268539995
Uruguay,Uruguay,UY,"Children out of school, primary","Niños fuera de la escuela, primaria",4,2020,756
Uruguay,Uruguay,UY,"Compulsory education, duration (years)","Educación obligatoria, duración (años)",5,2020,14
Uruguay,Uruguay,UY,"Current education expenditure, total (% of total expenditure in public institutions)","Gasto corriente en educación, total (% del gasto total en instituciones públicas)",6,2020,96.18579865
Uruguay,Uruguay,UY,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos el primer ciclo de secundaria completado, población 25+, total (%) (acumulado)",7,2020,
Uruguay,Uruguay,UY,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","Logro educativo, al menos primaria completada, población 25+, total (%) (acumulado)",8,2020,
Uruguay,Uruguay,UY,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Logro educativo, al menos secundaria alta completada, población 25+, total (%) (acumulado)",9,2020,
Uruguay,Uruguay,UY,Expenditure on primary education (% of government expenditure on education),Gasto en educación primaria (% del gasto público en educación),10,2020,
Uruguay,Uruguay,UY,Expenditure on secondary education (% of government expenditure on education),Gasto en educación secundaria (% del gasto público en educación),11,2020,
Uruguay,Uruguay,UY,GDP (current US$),PIB (US$ corrientes),12,2020,53666908480
Uruguay,Uruguay,UY,GDP per capita (current US$),PIB per cápita (US$ corrientes),13,2020,15650.49943
Uruguay,Uruguay,UY,Gini index,Índice Gini,14,2020,40.2
Uruguay,Uruguay,UY,"Government expenditure on education, total (% of GDP)","Gasto público en educación, total (% del PIB)",15,2020,4.552070141
Uruguay,Uruguay,UY,"Government expenditure on education, total (% of government expenditure)","Gasto público en educación, total (% del gasto público)",16,2020,16.36347961
Uruguay,Uruguay,UY,"Government expenditure per student, primary (% of GDP per capita)","Gasto público por alumno, primaria (% del PIB per cápita)",17,2020,
Uruguay,Uruguay,UY,"Government expenditure per student, secondary (% of GDP per capita)","Gasto público por estudiante, secundaria (% del PIB per cápita)",18,2020,
Uruguay,Uruguay,UY,International migrant stock (% of population),Población de migrantes internacionales (% de la población),19,2020,
Uruguay,Uruguay,UY,"International migrant stock, total","Población de migrantes internacionales, total",20,2020,
Uruguay,Uruguay,UY,"Literacy rate, adult total (% of people ages 15 and above)","Tasa de alfabetización, total de adultos (% de personas de 15 años o más)",21,2020,
Uruguay,Uruguay,UY,"Literacy rate, youth total (% of people ages 15-24)","Tasa de alfabetización, total de jóvenes (% de personas de 15 a 24 años)",22,2020,
Uruguay,Uruguay,UY,Net migration,Migración neta,23,2020,-1486
Uruguay,Uruguay,UY,"Over-age students, primary (% of enrollment)","Alumnos con sobre-edad, primaria (% de matrícula)",24,2020,
Uruguay,Uruguay,UY,"Population ages 0-14, female","Población de 0 a 14 años, mujeres",25,2020,331068
